dataset_name,file_path,sentiment_value,emotional_category,speaker_id,gender,duration,duration_trimmed,split,renamed_file_path
SAVEE,./dataset/SAVEE/DC_a07.wav,-1,Anger,DC,Male,2.68,2.68,train,./dataset/splitted/train/SAVEE_DC_a07_Anger_-1.wav
SAVEE,./dataset/SAVEE/KL_h09.wav,1,Happiness,KL,Male,3.06,3.06,train,./dataset/splitted/train/SAVEE_KL_h09_Happiness_1.wav
SAVEE,./dataset/SAVEE/DC_a13.wav,-1,Anger,DC,Male,4.68,4.68,train,./dataset/splitted/train/SAVEE_DC_a13_Anger_-1.wav
SAVEE,./dataset/SAVEE/KL_f06.wav,-1,Fear,KL,Male,2.55,2.55,train,./dataset/splitted/train/SAVEE_KL_f06_Fear_-1.wav
SAVEE,./dataset/SAVEE/KL_f12.wav,-1,Fear,KL,Male,4.63,4.63,train,./dataset/splitted/train/SAVEE_KL_f12_Fear_-1.wav
SAVEE,./dataset/SAVEE/KL_f13.wav,-1,Fear,KL,Male,2.52,2.52,train,./dataset/splitted/train/SAVEE_KL_f13_Fear_-1.wav
SAVEE,./dataset/SAVEE/KL_f07.wav,-1,Fear,KL,Male,3.19,3.19,train,./dataset/splitted/train/SAVEE_KL_f07_Fear_-1.wav
SAVEE,./dataset/SAVEE/KL_h08.wav,1,Happiness,KL,Male,2.11,2.11,test,./dataset/splitted/test/SAVEE_KL_h08_Happiness_1.wav
SAVEE,./dataset/SAVEE/DC_a12.wav,-1,Anger,DC,Male,3.32,3.32,test,./dataset/splitted/test/SAVEE_DC_a12_Anger_-1.wav
SAVEE,./dataset/SAVEE/DC_a06.wav,-1,Anger,DC,Male,3.74,3.74,train,./dataset/splitted/train/SAVEE_DC_a06_Anger_-1.wav
SAVEE,./dataset/SAVEE/DC_sa08.wav,-1,Sadness,DC,Male,3.06,3.06,train,./dataset/splitted/train/SAVEE_DC_sa08_Sadness_-1.wav
SAVEE,./dataset/SAVEE/KL_d11.wav,-1,Disgust,KL,Male,3.17,3.17,train,./dataset/splitted/train/SAVEE_KL_d11_Disgust_-1.wav
SAVEE,./dataset/SAVEE/KL_d05.wav,-1,Disgust,KL,Male,2.92,2.92,train,./dataset/splitted/train/SAVEE_KL_d05_Disgust_-1.wav
SAVEE,./dataset/SAVEE/JE_n25.wav,0,Neutrality,JE,Male,3.64,3.64,test,./dataset/splitted/test/SAVEE_JE_n25_Neutrality_0.wav
SAVEE,./dataset/SAVEE/JK_a09.wav,-1,Anger,JK,Male,4.0,4.0,train,./dataset/splitted/train/SAVEE_JK_a09_Anger_-1.wav
SAVEE,./dataset/SAVEE/JK_su14.wav,1,Surprise,JK,Male,5.22,5.22,train,./dataset/splitted/train/SAVEE_JK_su14_Surprise_1.wav
SAVEE,./dataset/SAVEE/JE_n19.wav,0,Neutrality,JE,Male,3.47,3.47,train,./dataset/splitted/train/SAVEE_JE_n19_Neutrality_0.wav
SAVEE,./dataset/SAVEE/JE_f04.wav,-1,Fear,JE,Male,3.39,3.39,train,./dataset/splitted/train/SAVEE_JE_f04_Fear_-1.wav
SAVEE,./dataset/SAVEE/JE_f10.wav,-1,Fear,JE,Male,3.06,3.06,test,./dataset/splitted/test/SAVEE_JE_f10_Fear_-1.wav
SAVEE,./dataset/SAVEE/KL_su06.wav,1,Surprise,KL,Male,2.43,2.43,test,./dataset/splitted/test/SAVEE_KL_su06_Surprise_1.wav
SAVEE,./dataset/SAVEE/KL_su12.wav,1,Surprise,KL,Male,3.9,3.9,train,./dataset/splitted/train/SAVEE_KL_su12_Surprise_1.wav
SAVEE,./dataset/SAVEE/JE_d06.wav,-1,Disgust,JE,Male,3.14,3.14,train,./dataset/splitted/train/SAVEE_JE_d06_Disgust_-1.wav
SAVEE,./dataset/SAVEE/JE_d12.wav,-1,Disgust,JE,Male,3.01,3.01,test,./dataset/splitted/test/SAVEE_JE_d12_Disgust_-1.wav
SAVEE,./dataset/SAVEE/JE_su09.wav,1,Surprise,JE,Male,3.93,3.93,train,./dataset/splitted/train/SAVEE_JE_su09_Surprise_1.wav
SAVEE,./dataset/SAVEE/KL_n26.wav,0,Neutrality,KL,Male,2.43,2.43,train,./dataset/splitted/train/SAVEE_KL_n26_Neutrality_0.wav
SAVEE,./dataset/SAVEE/JK_sa08.wav,-1,Sadness,JK,Male,3.31,3.31,train,./dataset/splitted/train/SAVEE_JK_sa08_Sadness_-1.wav
SAVEE,./dataset/SAVEE/DC_n26.wav,0,Neutrality,DC,Male,3.13,3.13,train,./dataset/splitted/train/SAVEE_DC_n26_Neutrality_0.wav
SAVEE,./dataset/SAVEE/DC_su14.wav,1,Surprise,DC,Male,5.74,5.74,train,./dataset/splitted/train/SAVEE_DC_su14_Surprise_1.wav
SAVEE,./dataset/SAVEE/JK_n01.wav,0,Neutrality,JK,Male,4.4,4.4,train,./dataset/splitted/train/SAVEE_JK_n01_Neutrality_0.wav
SAVEE,./dataset/SAVEE/JK_n15.wav,0,Neutrality,JK,Male,5.03,5.03,train,./dataset/splitted/train/SAVEE_JK_n15_Neutrality_0.wav
SAVEE,./dataset/SAVEE/JE_a11.wav,-1,Anger,JE,Male,3.24,3.24,train,./dataset/splitted/train/SAVEE_JE_a11_Anger_-1.wav
SAVEE,./dataset/SAVEE/JK_n29.wav,0,Neutrality,JK,Male,3.01,3.01,train,./dataset/splitted/train/SAVEE_JK_n29_Neutrality_0.wav
SAVEE,./dataset/SAVEE/JE_a05.wav,-1,Anger,JE,Male,3.2,3.2,train,./dataset/splitted/train/SAVEE_JE_a05_Anger_-1.wav
SAVEE,./dataset/SAVEE/JK_f08.wav,-1,Fear,JK,Male,4.85,4.85,train,./dataset/splitted/train/SAVEE_JK_f08_Fear_-1.wav
SAVEE,./dataset/SAVEE/DC_d05.wav,-1,Disgust,DC,Male,3.1,3.1,train,./dataset/splitted/train/SAVEE_DC_d05_Disgust_-1.wav
SAVEE,./dataset/SAVEE/JE_sa01.wav,-1,Sadness,JE,Male,4.57,4.57,test,./dataset/splitted/test/SAVEE_JE_sa01_Sadness_-1.wav
SAVEE,./dataset/SAVEE/JE_sa15.wav,-1,Sadness,JE,Male,6.24,6.24,train,./dataset/splitted/train/SAVEE_JE_sa15_Sadness_-1.wav
SAVEE,./dataset/SAVEE/DC_d11.wav,-1,Disgust,DC,Male,3.56,3.56,train,./dataset/splitted/train/SAVEE_DC_d11_Disgust_-1.wav
SAVEE,./dataset/SAVEE/JK_h13.wav,1,Happiness,JK,Male,2.62,2.62,train,./dataset/splitted/train/SAVEE_JK_h13_Happiness_1.wav
SAVEE,./dataset/SAVEE/JK_h07.wav,1,Happiness,JK,Male,3.46,3.46,train,./dataset/splitted/train/SAVEE_JK_h07_Happiness_1.wav
SAVEE,./dataset/SAVEE/DC_f07.wav,-1,Fear,DC,Male,3.62,3.62,train,./dataset/splitted/train/SAVEE_DC_f07_Fear_-1.wav
SAVEE,./dataset/SAVEE/DC_f13.wav,-1,Fear,DC,Male,2.46,2.46,train,./dataset/splitted/train/SAVEE_DC_f13_Fear_-1.wav
SAVEE,./dataset/SAVEE/KL_a06.wav,-1,Anger,KL,Male,3.05,3.05,train,./dataset/splitted/train/SAVEE_KL_a06_Anger_-1.wav
SAVEE,./dataset/SAVEE/DC_h08.wav,1,Happiness,DC,Male,2.52,2.52,train,./dataset/splitted/train/SAVEE_DC_h08_Happiness_1.wav
SAVEE,./dataset/SAVEE/KL_a12.wav,-1,Anger,KL,Male,3.09,3.09,train,./dataset/splitted/train/SAVEE_KL_a12_Anger_-1.wav
SAVEE,./dataset/SAVEE/DC_h09.wav,1,Happiness,DC,Male,3.33,3.33,train,./dataset/splitted/train/SAVEE_DC_h09_Happiness_1.wav
SAVEE,./dataset/SAVEE/KL_a13.wav,-1,Anger,KL,Male,4.58,4.58,train,./dataset/splitted/train/SAVEE_KL_a13_Anger_-1.wav
SAVEE,./dataset/SAVEE/KL_a07.wav,-1,Anger,KL,Male,1.88,1.88,train,./dataset/splitted/train/SAVEE_KL_a07_Anger_-1.wav
SAVEE,./dataset/SAVEE/DC_f12.wav,-1,Fear,DC,Male,4.38,4.38,train,./dataset/splitted/train/SAVEE_DC_f12_Fear_-1.wav
SAVEE,./dataset/SAVEE/DC_f06.wav,-1,Fear,DC,Male,2.99,2.99,train,./dataset/splitted/train/SAVEE_DC_f06_Fear_-1.wav
SAVEE,./dataset/SAVEE/JK_h06.wav,1,Happiness,JK,Male,3.67,3.67,train,./dataset/splitted/train/SAVEE_JK_h06_Happiness_1.wav
SAVEE,./dataset/SAVEE/JK_h12.wav,1,Happiness,JK,Male,4.95,4.95,train,./dataset/splitted/train/SAVEE_JK_h12_Happiness_1.wav
SAVEE,./dataset/SAVEE/JE_sa14.wav,-1,Sadness,JE,Male,7.14,7.14,train,./dataset/splitted/train/SAVEE_JE_sa14_Sadness_-1.wav
SAVEE,./dataset/SAVEE/DC_d10.wav,-1,Disgust,DC,Male,4.53,4.53,train,./dataset/splitted/train/SAVEE_DC_d10_Disgust_-1.wav
SAVEE,./dataset/SAVEE/DC_d04.wav,-1,Disgust,DC,Male,4.38,4.38,train,./dataset/splitted/train/SAVEE_DC_d04_Disgust_-1.wav
SAVEE,./dataset/SAVEE/JK_f09.wav,-1,Fear,JK,Male,3.93,3.93,train,./dataset/splitted/train/SAVEE_JK_f09_Fear_-1.wav
SAVEE,./dataset/SAVEE/JK_n28.wav,0,Neutrality,JK,Male,4.59,4.59,train,./dataset/splitted/train/SAVEE_JK_n28_Neutrality_0.wav
SAVEE,./dataset/SAVEE/JE_a04.wav,-1,Anger,JE,Male,3.28,3.28,train,./dataset/splitted/train/SAVEE_JE_a04_Anger_-1.wav
SAVEE,./dataset/SAVEE/JE_a10.wav,-1,Anger,JE,Male,5.15,5.15,train,./dataset/splitted/train/SAVEE_JE_a10_Anger_-1.wav
SAVEE,./dataset/SAVEE/JK_n14.wav,0,Neutrality,JK,Male,4.95,4.95,train,./dataset/splitted/train/SAVEE_JK_n14_Neutrality_0.wav
SAVEE,./dataset/SAVEE/DC_su01.wav,1,Surprise,DC,Male,3.25,3.25,train,./dataset/splitted/train/SAVEE_DC_su01_Surprise_1.wav
SAVEE,./dataset/SAVEE/DC_su15.wav,1,Surprise,DC,Male,5.82,5.82,train,./dataset/splitted/train/SAVEE_DC_su15_Surprise_1.wav
SAVEE,./dataset/SAVEE/DC_n27.wav,0,Neutrality,DC,Male,5.45,5.45,train,./dataset/splitted/train/SAVEE_DC_n27_Neutrality_0.wav
SAVEE,./dataset/SAVEE/JK_sa09.wav,-1,Sadness,JK,Male,3.42,3.42,train,./dataset/splitted/train/SAVEE_JK_sa09_Sadness_-1.wav
SAVEE,./dataset/SAVEE/DC_n25.wav,0,Neutrality,DC,Male,4.03,4.03,test,./dataset/splitted/test/SAVEE_DC_n25_Neutrality_0.wav
SAVEE,./dataset/SAVEE/DC_n19.wav,0,Neutrality,DC,Male,3.25,3.25,train,./dataset/splitted/train/SAVEE_DC_n19_Neutrality_0.wav
SAVEE,./dataset/SAVEE/DC_su03.wav,1,Surprise,DC,Male,1.87,1.87,train,./dataset/splitted/train/SAVEE_DC_su03_Surprise_1.wav
SAVEE,./dataset/SAVEE/JK_n16.wav,0,Neutrality,JK,Male,4.15,4.15,train,./dataset/splitted/train/SAVEE_JK_n16_Neutrality_0.wav
SAVEE,./dataset/SAVEE/JK_n02.wav,0,Neutrality,JK,Male,3.96,3.96,train,./dataset/splitted/train/SAVEE_JK_n02_Neutrality_0.wav
SAVEE,./dataset/SAVEE/JE_a06.wav,-1,Anger,JE,Male,4.14,4.14,train,./dataset/splitted/train/SAVEE_JE_a06_Anger_-1.wav
SAVEE,./dataset/SAVEE/JE_a12.wav,-1,Anger,JE,Male,3.84,3.84,train,./dataset/splitted/train/SAVEE_JE_a12_Anger_-1.wav
SAVEE,./dataset/SAVEE/DC_d12.wav,-1,Disgust,DC,Male,3.72,3.72,train,./dataset/splitted/train/SAVEE_DC_d12_Disgust_-1.wav
SAVEE,./dataset/SAVEE/JE_sa02.wav,-1,Sadness,JE,Male,3.71,3.71,train,./dataset/splitted/train/SAVEE_JE_sa02_Sadness_-1.wav
SAVEE,./dataset/SAVEE/DC_d06.wav,-1,Disgust,DC,Male,3.3,3.3,train,./dataset/splitted/train/SAVEE_DC_d06_Disgust_-1.wav
SAVEE,./dataset/SAVEE/JK_h04.wav,1,Happiness,JK,Male,3.51,3.51,train,./dataset/splitted/train/SAVEE_JK_h04_Happiness_1.wav
SAVEE,./dataset/SAVEE/JK_h10.wav,1,Happiness,JK,Male,3.41,3.41,train,./dataset/splitted/train/SAVEE_JK_h10_Happiness_1.wav
SAVEE,./dataset/SAVEE/JK_d09.wav,-1,Disgust,JK,Male,4.44,4.44,train,./dataset/splitted/train/SAVEE_JK_d09_Disgust_-1.wav
SAVEE,./dataset/SAVEE/DC_f10.wav,-1,Fear,DC,Male,2.67,2.67,train,./dataset/splitted/train/SAVEE_DC_f10_Fear_-1.wav
SAVEE,./dataset/SAVEE/DC_f04.wav,-1,Fear,DC,Male,3.02,3.02,train,./dataset/splitted/train/SAVEE_DC_f04_Fear_-1.wav
SAVEE,./dataset/SAVEE/KL_a11.wav,-1,Anger,KL,Male,2.41,2.41,test,./dataset/splitted/test/SAVEE_KL_a11_Anger_-1.wav
SAVEE,./dataset/SAVEE/KL_a05.wav,-1,Anger,KL,Male,3.0,3.0,train,./dataset/splitted/train/SAVEE_KL_a05_Anger_-1.wav
SAVEE,./dataset/SAVEE/KL_a04.wav,-1,Anger,KL,Male,2.77,2.77,train,./dataset/splitted/train/SAVEE_KL_a04_Anger_-1.wav
SAVEE,./dataset/SAVEE/KL_a10.wav,-1,Anger,KL,Male,3.82,3.82,train,./dataset/splitted/train/SAVEE_KL_a10_Anger_-1.wav
SAVEE,./dataset/SAVEE/DC_f05.wav,-1,Fear,DC,Male,3.29,3.29,train,./dataset/splitted/train/SAVEE_DC_f05_Fear_-1.wav
SAVEE,./dataset/SAVEE/DC_f11.wav,-1,Fear,DC,Male,4.32,4.32,train,./dataset/splitted/train/SAVEE_DC_f11_Fear_-1.wav
SAVEE,./dataset/SAVEE/JK_d08.wav,-1,Disgust,JK,Male,4.44,4.44,train,./dataset/splitted/train/SAVEE_JK_d08_Disgust_-1.wav
SAVEE,./dataset/SAVEE/JK_h11.wav,1,Happiness,JK,Male,4.87,4.87,train,./dataset/splitted/train/SAVEE_JK_h11_Happiness_1.wav
SAVEE,./dataset/SAVEE/JK_h05.wav,1,Happiness,JK,Male,4.17,4.17,train,./dataset/splitted/train/SAVEE_JK_h05_Happiness_1.wav
SAVEE,./dataset/SAVEE/JE_sa03.wav,-1,Sadness,JE,Male,2.54,2.54,train,./dataset/splitted/train/SAVEE_JE_sa03_Sadness_-1.wav
SAVEE,./dataset/SAVEE/DC_d07.wav,-1,Disgust,DC,Male,2.7,2.7,train,./dataset/splitted/train/SAVEE_DC_d07_Disgust_-1.wav
SAVEE,./dataset/SAVEE/DC_d13.wav,-1,Disgust,DC,Male,5.63,5.63,train,./dataset/splitted/train/SAVEE_DC_d13_Disgust_-1.wav
SAVEE,./dataset/SAVEE/JE_a13.wav,-1,Anger,JE,Male,5.33,5.33,train,./dataset/splitted/train/SAVEE_JE_a13_Anger_-1.wav
SAVEE,./dataset/SAVEE/JE_a07.wav,-1,Anger,JE,Male,3.09,3.09,train,./dataset/splitted/train/SAVEE_JE_a07_Anger_-1.wav
SAVEE,./dataset/SAVEE/JK_n03.wav,0,Neutrality,JK,Male,2.49,2.49,test,./dataset/splitted/test/SAVEE_JK_n03_Neutrality_0.wav
SAVEE,./dataset/SAVEE/JK_n17.wav,0,Neutrality,JK,Male,3.62,3.62,train,./dataset/splitted/train/SAVEE_JK_n17_Neutrality_0.wav
SAVEE,./dataset/SAVEE/DC_n18.wav,0,Neutrality,DC,Male,1.89,1.89,train,./dataset/splitted/train/SAVEE_DC_n18_Neutrality_0.wav
SAVEE,./dataset/SAVEE/DC_su02.wav,1,Surprise,DC,Male,3.23,3.23,train,./dataset/splitted/train/SAVEE_DC_su02_Surprise_1.wav
SAVEE,./dataset/SAVEE/DC_n30.wav,0,Neutrality,DC,Male,4.63,4.63,train,./dataset/splitted/train/SAVEE_DC_n30_Neutrality_0.wav
SAVEE,./dataset/SAVEE/DC_n24.wav,0,Neutrality,DC,Male,3.87,3.87,test,./dataset/splitted/test/SAVEE_DC_n24_Neutrality_0.wav
SAVEE,./dataset/SAVEE/DC_su06.wav,1,Surprise,DC,Male,2.42,2.42,train,./dataset/splitted/train/SAVEE_DC_su06_Surprise_1.wav
SAVEE,./dataset/SAVEE/DC_n08.wav,0,Neutrality,DC,Male,3.5,3.5,train,./dataset/splitted/train/SAVEE_DC_n08_Neutrality_0.wav
SAVEE,./dataset/SAVEE/DC_su12.wav,1,Surprise,DC,Male,5.03,5.03,train,./dataset/splitted/train/SAVEE_DC_su12_Surprise_1.wav
SAVEE,./dataset/SAVEE/DC_n20.wav,0,Neutrality,DC,Male,3.29,3.29,train,./dataset/splitted/train/SAVEE_DC_n20_Neutrality_0.wav
SAVEE,./dataset/SAVEE/JE_a03.wav,-1,Anger,JE,Male,2.2,2.2,train,./dataset/splitted/train/SAVEE_JE_a03_Anger_-1.wav
SAVEE,./dataset/SAVEE/JK_n13.wav,0,Neutrality,JK,Male,2.83,2.83,train,./dataset/splitted/train/SAVEE_JK_n13_Neutrality_0.wav
SAVEE,./dataset/SAVEE/JK_n07.wav,0,Neutrality,JK,Male,3.94,3.94,train,./dataset/splitted/train/SAVEE_JK_n07_Neutrality_0.wav
SAVEE,./dataset/SAVEE/JE_sa13.wav,-1,Sadness,JE,Male,6.01,6.01,train,./dataset/splitted/train/SAVEE_JE_sa13_Sadness_-1.wav
SAVEE,./dataset/SAVEE/DC_d03.wav,-1,Disgust,DC,Male,2.35,2.35,train,./dataset/splitted/train/SAVEE_DC_d03_Disgust_-1.wav
SAVEE,./dataset/SAVEE/JE_sa07.wav,-1,Sadness,JE,Male,3.44,3.44,train,./dataset/splitted/train/SAVEE_JE_sa07_Sadness_-1.wav
SAVEE,./dataset/SAVEE/JK_h01.wav,1,Happiness,JK,Male,3.92,3.92,train,./dataset/splitted/train/SAVEE_JK_h01_Happiness_1.wav
SAVEE,./dataset/SAVEE/JK_h15.wav,1,Happiness,JK,Male,5.08,5.08,train,./dataset/splitted/train/SAVEE_JK_h15_Happiness_1.wav
SAVEE,./dataset/SAVEE/DC_f15.wav,-1,Fear,DC,Male,5.14,5.14,train,./dataset/splitted/train/SAVEE_DC_f15_Fear_-1.wav
SAVEE,./dataset/SAVEE/DC_f01.wav,-1,Fear,DC,Male,3.31,3.31,train,./dataset/splitted/train/SAVEE_DC_f01_Fear_-1.wav
SAVEE,./dataset/SAVEE/KL_sa08.wav,-1,Sadness,KL,Male,2.7,2.7,train,./dataset/splitted/train/SAVEE_KL_sa08_Sadness_-1.wav
SAVEE,./dataset/SAVEE/KL_a14.wav,-1,Anger,KL,Male,4.85,4.85,train,./dataset/splitted/train/SAVEE_KL_a14_Anger_-1.wav
SAVEE,./dataset/SAVEE/KL_a01.wav,-1,Anger,KL,Male,3.96,3.96,train,./dataset/splitted/train/SAVEE_KL_a01_Anger_-1.wav
SAVEE,./dataset/SAVEE/KL_a15.wav,-1,Anger,KL,Male,4.0,4.0,train,./dataset/splitted/train/SAVEE_KL_a15_Anger_-1.wav
SAVEE,./dataset/SAVEE/KL_sa09.wav,-1,Sadness,KL,Male,2.59,2.59,train,./dataset/splitted/train/SAVEE_KL_sa09_Sadness_-1.wav
SAVEE,./dataset/SAVEE/DC_f14.wav,-1,Fear,DC,Male,4.95,4.95,train,./dataset/splitted/train/SAVEE_DC_f14_Fear_-1.wav
SAVEE,./dataset/SAVEE/JK_h14.wav,1,Happiness,JK,Male,5.01,5.01,train,./dataset/splitted/train/SAVEE_JK_h14_Happiness_1.wav
SAVEE,./dataset/SAVEE/DC_d02.wav,-1,Disgust,DC,Male,3.92,3.92,train,./dataset/splitted/train/SAVEE_DC_d02_Disgust_-1.wav
SAVEE,./dataset/SAVEE/JE_sa06.wav,-1,Sadness,JE,Male,4.4,4.4,train,./dataset/splitted/train/SAVEE_JE_sa06_Sadness_-1.wav
SAVEE,./dataset/SAVEE/JE_sa12.wav,-1,Sadness,JE,Male,5.39,5.39,train,./dataset/splitted/train/SAVEE_JE_sa12_Sadness_-1.wav
SAVEE,./dataset/SAVEE/JK_n06.wav,0,Neutrality,JK,Male,4.01,4.01,train,./dataset/splitted/train/SAVEE_JK_n06_Neutrality_0.wav
SAVEE,./dataset/SAVEE/JK_n12.wav,0,Neutrality,JK,Male,3.28,3.28,train,./dataset/splitted/train/SAVEE_JK_n12_Neutrality_0.wav
SAVEE,./dataset/SAVEE/JE_a02.wav,-1,Anger,JE,Male,3.09,3.09,train,./dataset/splitted/train/SAVEE_JE_a02_Anger_-1.wav
SAVEE,./dataset/SAVEE/DC_n21.wav,0,Neutrality,DC,Male,4.08,4.08,test,./dataset/splitted/test/SAVEE_DC_n21_Neutrality_0.wav
SAVEE,./dataset/SAVEE/DC_n09.wav,0,Neutrality,DC,Male,3.79,3.79,test,./dataset/splitted/test/SAVEE_DC_n09_Neutrality_0.wav
SAVEE,./dataset/SAVEE/DC_su13.wav,1,Surprise,DC,Male,4.3,4.3,train,./dataset/splitted/train/SAVEE_DC_su13_Surprise_1.wav
SAVEE,./dataset/SAVEE/DC_su07.wav,1,Surprise,DC,Male,3.46,3.46,train,./dataset/splitted/train/SAVEE_DC_su07_Surprise_1.wav
SAVEE,./dataset/SAVEE/DC_su11.wav,1,Surprise,DC,Male,2.67,2.67,train,./dataset/splitted/train/SAVEE_DC_su11_Surprise_1.wav
SAVEE,./dataset/SAVEE/DC_su05.wav,1,Surprise,DC,Male,2.83,2.83,train,./dataset/splitted/train/SAVEE_DC_su05_Surprise_1.wav
SAVEE,./dataset/SAVEE/DC_n23.wav,0,Neutrality,DC,Male,3.32,3.32,train,./dataset/splitted/train/SAVEE_DC_n23_Neutrality_0.wav
SAVEE,./dataset/SAVEE/JE_a14.wav,-1,Anger,JE,Male,7.02,7.02,train,./dataset/splitted/train/SAVEE_JE_a14_Anger_-1.wav
SAVEE,./dataset/SAVEE/JK_n04.wav,0,Neutrality,JK,Male,4.0,4.0,train,./dataset/splitted/train/SAVEE_JK_n04_Neutrality_0.wav
SAVEE,./dataset/SAVEE/JK_n10.wav,0,Neutrality,JK,Male,3.92,3.92,train,./dataset/splitted/train/SAVEE_JK_n10_Neutrality_0.wav
SAVEE,./dataset/SAVEE/JE_sa04.wav,-1,Sadness,JE,Male,5.03,5.03,train,./dataset/splitted/train/SAVEE_JE_sa04_Sadness_-1.wav
SAVEE,./dataset/SAVEE/DC_d14.wav,-1,Disgust,DC,Male,5.69,5.69,train,./dataset/splitted/train/SAVEE_DC_d14_Disgust_-1.wav
SAVEE,./dataset/SAVEE/JE_sa10.wav,-1,Sadness,JE,Male,5.32,5.32,train,./dataset/splitted/train/SAVEE_JE_sa10_Sadness_-1.wav
SAVEE,./dataset/SAVEE/JK_h02.wav,1,Happiness,JK,Male,3.25,3.25,train,./dataset/splitted/train/SAVEE_JK_h02_Happiness_1.wav
SAVEE,./dataset/SAVEE/DC_f02.wav,-1,Fear,DC,Male,3.4,3.4,train,./dataset/splitted/train/SAVEE_DC_f02_Fear_-1.wav
SAVEE,./dataset/SAVEE/KL_a03.wav,-1,Anger,KL,Male,1.76,1.76,train,./dataset/splitted/train/SAVEE_KL_a03_Anger_-1.wav
SAVEE,./dataset/SAVEE/KL_a02.wav,-1,Anger,KL,Male,2.47,2.47,train,./dataset/splitted/train/SAVEE_KL_a02_Anger_-1.wav
SAVEE,./dataset/SAVEE/DC_f03.wav,-1,Fear,DC,Male,2.29,2.29,test,./dataset/splitted/test/SAVEE_DC_f03_Fear_-1.wav
SAVEE,./dataset/SAVEE/JK_h03.wav,1,Happiness,JK,Male,2.58,2.58,test,./dataset/splitted/test/SAVEE_JK_h03_Happiness_1.wav
SAVEE,./dataset/SAVEE/DC_d15.wav,-1,Disgust,DC,Male,6.06,6.06,train,./dataset/splitted/train/SAVEE_DC_d15_Disgust_-1.wav
SAVEE,./dataset/SAVEE/JE_sa11.wav,-1,Sadness,JE,Male,5.93,5.93,train,./dataset/splitted/train/SAVEE_JE_sa11_Sadness_-1.wav
SAVEE,./dataset/SAVEE/JE_sa05.wav,-1,Sadness,JE,Male,4.83,4.83,test,./dataset/splitted/test/SAVEE_JE_sa05_Sadness_-1.wav
SAVEE,./dataset/SAVEE/DC_d01.wav,-1,Disgust,DC,Male,4.36,4.36,test,./dataset/splitted/test/SAVEE_DC_d01_Disgust_-1.wav
SAVEE,./dataset/SAVEE/JK_n11.wav,0,Neutrality,JK,Male,5.69,5.69,train,./dataset/splitted/train/SAVEE_JK_n11_Neutrality_0.wav
SAVEE,./dataset/SAVEE/JK_n05.wav,0,Neutrality,JK,Male,3.35,3.35,train,./dataset/splitted/train/SAVEE_JK_n05_Neutrality_0.wav
SAVEE,./dataset/SAVEE/JE_a01.wav,-1,Anger,JE,Male,3.56,3.56,train,./dataset/splitted/train/SAVEE_JE_a01_Anger_-1.wav
SAVEE,./dataset/SAVEE/JE_a15.wav,-1,Anger,JE,Male,6.11,6.11,test,./dataset/splitted/test/SAVEE_JE_a15_Anger_-1.wav
SAVEE,./dataset/SAVEE/DC_n22.wav,0,Neutrality,DC,Male,3.05,3.05,train,./dataset/splitted/train/SAVEE_DC_n22_Neutrality_0.wav
SAVEE,./dataset/SAVEE/DC_su04.wav,1,Surprise,DC,Male,3.35,3.35,train,./dataset/splitted/train/SAVEE_DC_su04_Surprise_1.wav
SAVEE,./dataset/SAVEE/DC_su10.wav,1,Surprise,DC,Male,4.06,4.06,test,./dataset/splitted/test/SAVEE_DC_su10_Surprise_1.wav
TESS,./dataset/TESS/YAF_disgust/YAF_date_disgust.wav,-1,Disgust,YAF,Female,2.38,2.38,train,./dataset/splitted/train/TESS_YAF_disgust_YAF_date_disgust_Disgust_-1.wav
TESS,./dataset/TESS/YAF_disgust/YAF_rag_disgust.wav,-1,Disgust,YAF,Female,2.32,2.32,train,./dataset/splitted/train/TESS_YAF_disgust_YAF_rag_disgust_Disgust_-1.wav
TESS,./dataset/TESS/YAF_disgust/YAF_raise_disgust.wav,-1,Disgust,YAF,Female,2.65,2.65,train,./dataset/splitted/train/TESS_YAF_disgust_YAF_raise_disgust_Disgust_-1.wav
TESS,./dataset/TESS/YAF_disgust/YAF_ditch_disgust.wav,-1,Disgust,YAF,Female,2.54,2.54,train,./dataset/splitted/train/TESS_YAF_disgust_YAF_ditch_disgust_Disgust_-1.wav
TESS,./dataset/TESS/YAF_disgust/YAF_door_disgust.wav,-1,Disgust,YAF,Female,2.45,2.45,train,./dataset/splitted/train/TESS_YAF_disgust_YAF_door_disgust_Disgust_-1.wav
TESS,./dataset/TESS/YAF_disgust/YAF_note_disgust.wav,-1,Disgust,YAF,Female,2.49,2.49,train,./dataset/splitted/train/TESS_YAF_disgust_YAF_note_disgust_Disgust_-1.wav
TESS,./dataset/TESS/YAF_disgust/YAF_pearl_disgust.wav,-1,Disgust,YAF,Female,2.48,2.48,train,./dataset/splitted/train/TESS_YAF_disgust_YAF_pearl_disgust_Disgust_-1.wav
TESS,./dataset/TESS/YAF_disgust/YAF_search_disgust.wav,-1,Disgust,YAF,Female,2.78,2.78,train,./dataset/splitted/train/TESS_YAF_disgust_YAF_search_disgust_Disgust_-1.wav
TESS,./dataset/TESS/YAF_disgust/YAF_late_disgust.wav,-1,Disgust,YAF,Female,2.54,2.54,train,./dataset/splitted/train/TESS_YAF_disgust_YAF_late_disgust_Disgust_-1.wav
